year,ticker,date,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,netIncome_cf,depreciationAndAmortization_cf,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cf,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2024,BA,2024/12/31,FY,66517000000,68508000000,-1991000000,3812000000,5021000000,0,5021000000,-117000000,8716000000,77224000000,0,2725000000,1836000000,-7649000000,-10707000000,-1503000000,-12210000000,-381000000,-11817000000,-0.177653833,13801000000,12481000000,26282000000,11201000000,87550000000,2965000000,1.27998E+11,11726000000,8084000000,1957000000,10041000000,999000000,185000000,5414000000,28365000000,0,1.56363E+11,11364000000,1602000000,0,60333000000,23779000000,97078000000,52586000000,0,122000000,10491000000,63199000000,0,563000000,1.60277E+11,6000000,5061000000,15362000000,-10915000000,-13422000000,-3908000000,-3914000000,1.56363E+11,-6000000,1.56363E+11,13480000000,54188000000,40387000000,-11829000000,1836000000,0,407000000,-8768000000,415000000,-12353000000,-793000000,3963000000,6274000000,-12080000000,-2230000000,74000000,-13856000000,4743000000,-704000000,-11973000000,1488000000,18200000000,0,0,5521000000,25209000000,-47000000,1088000000,13801000000,12713000000,-12080000000,-2318000000,-14398000000
2023,BA,2023/12/31,FY,77794000000,70070000000,7724000000,3377000000,5168000000,0,5168000000,0,8497000000,78567000000,0,2459000000,1861000000,2315000000,-773000000,-1232000000,-2005000000,237000000,-2222000000,-0.028562614,12691000000,3274000000,15965000000,11065000000,79741000000,2504000000,1.09275E+11,11521000000,8093000000,2094000000,10187000000,1035000000,59000000,4935000000,27737000000,0,1.37012E+11,11964000000,5500000000,0,56328000000,22035000000,95827000000,48621000000,0,229000000,9563000000,58413000000,0,2067000000,1.5424E+11,0,5061000000,27251000000,-10305000000,-39240000000,-17233000000,-17228000000,1.37012E+11,5000000,1.37012E+11,4309000000,52603000000,39912000000,-2242000000,1861000000,0,690000000,4089000000,764000000,1684000000,1672000000,-31000000,1562000000,5960000000,-1527000000,-70000000,-16448000000,15739000000,-131000000,-2437000000,-5141000000,45000000,-408000000,0,-346000000,-5487000000,30000000,-1956000000,12691000000,14647000000,5960000000,-1527000000,4433000000
2022,BA,2022/12/31,FY,66608000000,63078000000,3530000000,2852000000,4187000000,0,4187000000,1058000000,7039000000,70117000000,0,2561000000,1979000000,-510000000,-3519000000,-1503000000,-5022000000,31000000,-4935000000,-0.074090199,14614000000,2606000000,17220000000,11305000000,78151000000,2847000000,1.09523E+11,10550000000,8057000000,2311000000,10368000000,983000000,63000000,5613000000,27577000000,0,1.371E+11,10200000000,5466000000,0,53081000000,21305000000,90052000000,53116000000,0,230000000,9550000000,62896000000,0,1787000000,1.52948E+11,0,5061000000,29473000000,-9550000000,-40867000000,-15883000000,-15848000000,1.371E+11,35000000,1.371E+11,3589000000,57001000000,42387000000,-5053000000,1979000000,0,1941000000,4139000000,142000000,420000000,838000000,2739000000,1722000000,3512000000,-1222000000,-6000000,-5051000000,10619000000,30000000,4370000000,-1276000000,50000000,-40000000,0,10000000,-1266000000,-73000000,6510000000,14614000000,8104000000,3512000000,-1222000000,2290000000
2021,BA,2021/12/31,FY,62286000000,59237000000,3049000000,2249000000,4157000000,0,4157000000,551000000,6406000000,65643000000,0,2714000000,2144000000,-207000000,-2870000000,-2163000000,-5033000000,-743000000,-4202000000,-0.067462993,8052000000,8192000000,16244000000,11378000000,78823000000,2221000000,1.08666E+11,10918000000,8068000000,2562000000,10630000000,975000000,77000000,7286000000,29886000000,0,1.38552E+11,9261000000,1564000000,5000000,52980000000,18182000000,81992000000,58077000000,12632000000,218000000,13111000000,71406000000,0,1719000000,1.53398E+11,0,5061000000,34408000000,-11659000000,-42809000000,-14999000000,-14846000000,1.38552E+11,153000000,1.38552E+11,9167000000,58102000000,50050000000,-4290000000,2144000000,3281000000,2073000000,-6977000000,-713000000,-1127000000,-3783000000,-1354000000,1593000000,-3416000000,-980000000,-6000000,-35713000000,45489000000,534000000,9324000000,-5576000000,42000000,-66000000,0,42000000,-5600000000,-39000000,217000000,8052000000,7835000000,-3416000000,-980000000,-4396000000
2020,BA,2020/12/31,FY,58158000000,63843000000,-5685000000,2476000000,4817000000,0,4817000000,447000000,7293000000,71136000000,0,2156000000,2246000000,-10074000000,-12767000000,-1709000000,-14476000000,-2535000000,-11941000000,-0.20531999,7752000000,17838000000,25590000000,10051000000,81715000000,4286000000,1.21642E+11,11820000000,8081000000,2843000000,10924000000,1016000000,86000000,6648000000,30494000000,0,1.52136E+11,12928000000,1961000000,43000000,50488000000,21860000000,87280000000,62974000000,18545000000,1010000000,18947000000,82931000000,0,1490000000,1.70211E+11,0,5061000000,38610000000,-17133000000,-44854000000,-18316000000,-18075000000,1.52136E+11,241000000,1.52136E+11,18854000000,63583000000,55831000000,-11941000000,2246000000,6701000000,445000000,-17335000000,909000000,-11002000000,-5363000000,-1879000000,1669000000,-18410000000,-1303000000,296000000,-37616000000,20275000000,-18000000,-18366000000,36250000000,36000000,-173000000,-1158000000,36000000,34955000000,85000000,-1819000000,7752000000,9571000000,-18410000000,-1303000000,-19713000000
2024,BABA,2024/03/31,FY,9.41168E+11,5.86323E+11,3.54845E+11,52256000000,41985000000,1.15141E+11,1.57126E+11,32113000000,2.41495E+11,8.27818E+11,0,17911000000,44504000000,1.64011E+11,1.1335E+11,-11754000000,1.01596E+11,22529000000,80009000000,0.085010328,2.48125E+11,3.22904E+11,5.71029E+11,38943000000,25460000000,1.17432E+11,7.52864E+11,2.62088E+11,2.59679E+11,26950000000,2.86629E+11,4.24073E+11,0,39175000000,1.01197E+12,0,1.76483E+12,0,34872000000,9068000000,0,3.77567E+11,4.21507E+11,1.70742E+11,0,0,59981000000,2.30723E+11,0,34838000000,6.5223E+11,0,1000000,5.97897E+11,18331000000,3.70315E+11,9.86544E+11,1.1126E+12,1.76483E+12,1.26055E+11,1.76483E+12,7.46977E+11,2.05614E+11,-42511000000,71332000000,44504000000,-5263000000,18546000000,-11055000000,0,0,0,-11055000000,64529000000,1.82593E+11,-32087000000,-2204000000,-79632000000,94050000000,-1951000000,-21824000000,2465000000,843000000,-88745000000,-17946000000,-4861000000,-1.08244E+11,4389000000,56914000000,2.86424E+11,2.2951E+11,1.82593E+11,-32929000000,1.49664E+11
2023,BABA,2023/03/31,FY,8.68687E+11,5.49695E+11,3.18992E+11,56744000000,42183000000,1.03496E+11,1.45679E+11,16218000000,2.18641E+11,7.68336E+11,0,16989000000,46938000000,1.53112E+11,1.00351E+11,-11166000000,89185000000,15549000000,72783000000,0.083785069,1.93086E+11,3.31384E+11,5.2447E+11,41176000000,28547000000,1.03773E+11,6.97966E+11,1.76031E+11,2.68091E+11,46913000000,3.15004E+11,4.53117E+11,15494000000,95432000000,1.05508E+12,0,1.75304E+12,1.03369E+11,17933000000,12543000000,84592000000,2.51506E+11,3.85351E+11,1.77636E+11,3560000000,61745000000,67136000000,2.44772E+11,0,34215000000,6.30123E+11,0,1000000,5.99028E+11,2560000000,3.88068E+11,9.89657E+11,1.12292E+12,1.75304E+12,1.33264E+11,1.75304E+12,7.84501E+11,1.61354E+11,-31732000000,72783000000,46938000000,-1717000000,30831000000,13482000000,0,0,0,13482000000,37435000000,1.99752E+11,-34352000000,16978000000,-1.19698E+11,1282000000,284000000,-1.35506E+11,11342000000,11000000,-74746000000,0,-2226000000,-65619000000,3530000000,2157000000,2.2951E+11,2.27353E+11,1.99752E+11,-34352000000,1.654E+11
2022,BABA,2022/03/31,FY,8.53062E+11,5.3945E+11,3.13612E+11,55465000000,31922000000,1.19799E+11,1.51721E+11,36788000000,2.43974E+11,7.83424E+11,0,20611000000,48065000000,1.28226E+11,69638000000,-10088000000,59550000000,26815000000,62249000000,0.07297125,1.89898E+11,2.65187E+11,4.55085E+11,45001000000,30087000000,1.08362E+11,6.38535E+11,1.71806E+11,2.69581E+11,59231000000,3.28812E+11,4.43253E+11,14475000000,98672000000,1.05702E+12,0,1.69555E+12,1.07205E+11,13835000000,21753000000,81730000000,2.40991E+11,3.83784E+11,1.62762E+11,3490000000,61706000000,1618000000,2.29576E+11,0,35253000000,6.1336E+11,0,1000000,5.63557E+11,-23318000000,4.08239E+11,9.48479E+11,1.08219E+12,1.69555E+12,1.33714E+11,1.69555E+12,7.0844E+11,1.41344E+11,-48554000000,47079000000,48065000000,-1369000000,23971000000,-18150000000,0,0,13327000000,-31477000000,43163000000,1.42759E+11,-53324000000,-13481000000,-1.46362E+11,14543000000,32000000,-1.98592E+11,-7286000000,109000000,-61225000000,0,3953000000,-64449000000,-8834000000,-1.29116E+11,2.27353E+11,3.56469E+11,1.42759E+11,-53324000000,89435000000
2021,BABA,2021/03/31,FY,7.17289E+11,4.21205E+11,2.96084E+11,57236000000,55224000000,81519000000,1.36743E+11,12427000000,2.06406E+11,6.27611E+11,72794000000,4476000000,47909000000,2.17963E+11,89678000000,75900000000,1.65578E+11,29278000000,1.50578E+11,0.209926543,3.21262E+11,1.62183E+11,4.83445E+11,37450000000,27858000000,94607000000,6.4336E+11,1.47412E+11,2.92771E+11,70833000000,3.63604E+11,4.3741E+11,11041000000,87391000000,1.04686E+12,0,1.69022E+12,94368000000,17506000000,25275000000,77506000000,2.40209E+11,3.77358E+11,1.63933E+11,3158000000,59598000000,2537000000,2.29226E+11,0,32286000000,6.06584E+11,0,1000000,5.54924E+11,-11716000000,3.94261E+11,9.3747E+11,1.08363E+12,1.69022E+12,1.46164E+11,1.69022E+12,5.99593E+11,1.49153E+11,-1.72109E+11,1.43284E+11,47909000000,3236000000,50120000000,50508000000,0,0,77357000000,-26849000000,-63271000000,2.31786E+11,-43185000000,-35386000000,-1.7234E+11,7280000000,-563000000,-2.44194E+11,31349000000,175000000,-773000000,0,-669000000,30082000000,-7187000000,10487000000,3.56469E+11,3.45982E+11,2.31786E+11,-43185000000,1.88601E+11
2020,BABA,2020/03/31,FY,5.09711E+11,2.82367E+11,2.27344E+11,43080000000,28197000000,50673000000,78870000000,13964000000,1.35914E+11,4.18281E+11,72956000000,5180000000,42427000000,2.14252E+11,91430000000,75215000000,1.66645E+11,20562000000,1.49433E+11,0.293172013,3.30503E+11,32712000000,3.63215E+11,30815000000,14859000000,1.11489E+11,4.62923E+11,1.03387E+11,2.76782E+11,60947000000,3.37729E+11,3.50961E+11,7590000000,50395000000,8.50062E+11,0,1.31299E+12,67173000000,7920000000,20190000000,51978000000,94611000000,2.41872E+11,1.20276E+11,2025000000,43898000000,71186000000,1.91462E+11,0,2766000000,4.33334E+11,0,1000000,4.06287E+11,5457000000,4.67957E+11,7.55401E+11,8.79651E+11,1.31299E+12,1.2425E+11,1.31299E+12,3.83673E+11,1.2543E+11,-2.05073E+11,1.4035E+11,42427000000,-3443000000,31742000000,21418000000,0,0,56690000000,-35272000000,-51887000000,1.80607E+11,-45386000000,-39053000000,-54851000000,18798000000,12420000000,-1.08072E+11,-16022000000,91506000000,0,0,-4631000000,70853000000,4100000000,1.47488E+11,3.45982E+11,1.98494E+11,1.80607E+11,-45386000000,1.35221E+11
2024,XOM,2024/12/31,FY,3.39247E+11,2.62505E+11,76742000000,987000000,9976000000,0,9976000000,27114000000,37090000000,2.99595E+11,0,996000000,23442000000,73311000000,39652000000,9221000000,48873000000,13810000000,33680000000,0.099278697,23187000000,0,23187000000,43681000000,0,25122000000,91990000000,2.94318E+11,0,19967000000,19967000000,47200000000,0,0,3.61485E+11,0,4.53475E+11,0,4955000000,0,0,65352000000,70307000000,63820000000,0,39042000000,9700000000,1.12562E+11,0,0,1.82869E+11,0,0,4.70903E+11,-14619000000,-1.85678E+11,2.70606E+11,2.77507E+11,4.53475E+11,6901000000,4.53475E+11,47200000000,68775000000,45588000000,33680000000,23442000000,-865000000,0,-739000000,-6030000000,-1812000000,5627000000,1476000000,-496000000,55022000000,-24306000000,0,-3299000000,4987000000,2680000000,-19938000000,-5012000000,0,-19629000000,-16704000000,-1444000000,-42789000000,-676000000,-8381000000,23187000000,31568000000,55022000000,-24306000000,30716000000
2023,XOM,2023/12/31,FY,3.34697E+11,2.50555E+11,84142000000,879000000,9919000000,0,9919000000,29762000000,39681000000,2.90236E+11,0,849000000,20641000000,74273000000,44461000000,8322000000,52783000000,15429000000,36010000000,0.10758985,31568000000,-29000000,31539000000,38015000000,25120000000,1935000000,96609000000,2.1494E+11,0,0,0,47630000000,0,17138000000,2.79708E+11,0,3.76317E+11,31249000000,3995000000,3189000000,0,26883000000,65316000000,37483000000,4514000000,24452000000,36528000000,98463000000,0,3838000000,1.63779E+11,0,17781000000,4.53927E+11,-11989000000,-2.54917E+11,2.04802E+11,2.12538E+11,3.76317E+11,7736000000,3.76317E+11,47630000000,47709000000,16141000000,36010000000,20641000000,634000000,611000000,-4255000000,4370000000,-3472000000,-4727000000,1471000000,442000000,55369000000,-21919000000,3308000000,-2995000000,0,1562000000,-20044000000,-239000000,0,-17748000000,-14941000000,-599000000,-33527000000,105000000,1903000000,31568000000,29665000000,55369000000,-21919000000,33450000000
2022,XOM,2022/12/31,FY,3.98675E+11,2.95608E+11,1.03067E+11,824000000,10095000000,0,10095000000,28944000000,39039000000,3.34647E+11,0,798000000,24040000000,1.02591E+11,64028000000,13725000000,77753000000,20176000000,55740000000,0.139813131,29640000000,0,29640000000,41749000000,24435000000,1807000000,97631000000,2.04692E+11,0,16951000000,16951000000,49793000000,22874000000,-22874000000,2.71436E+11,0,3.69067E+11,33169000000,634000000,5214000000,-57983000000,30028000000,69045000000,44752000000,12383000000,22874000000,29923000000,97549000000,0,5582000000,1.66594E+11,0,15752000000,4.3286E+11,-13270000000,-2.40293E+11,1.95049E+11,2.02473E+11,3.69067E+11,7424000000,3.69067E+11,49793000000,41193000000,11553000000,57577000000,24040000000,3758000000,648000000,-194000000,-11019000000,-6947000000,18460000000,-688000000,-9032000000,76797000000,-18407000000,3772000000,-3090000000,-3772000000,6755000000,-14742000000,-7220000000,0,-15155000000,-14939000000,-1800000000,-37639000000,-78000000,22863000000,29665000000,6802000000,76797000000,-18407000000,58390000000
2021,XOM,2021/12/31,FY,2.76692E+11,2.11806E+11,64886000000,843000000,9574000000,0,9574000000,31293000000,40867000000,2.52673E+11,0,947000000,20607000000,52788000000,24019000000,7215000000,31234000000,7636000000,23040000000,0.083269484,6802000000,0,6802000000,32383000000,18780000000,1189000000,59154000000,2.16552E+11,0,18022000000,18022000000,45195000000,20165000000,-20165000000,2.79769E+11,0,3.38923E+11,26623000000,4276000000,5497000000,0,20247000000,56643000000,47382000000,21287000000,20165000000,39050000000,1.06597E+11,0,5715000000,1.6324E+11,0,15746000000,3.92059E+11,-13764000000,-2.25464E+11,1.68577E+11,1.75683E+11,3.38923E+11,7106000000,3.38923E+11,45195000000,47704000000,40902000000,23598000000,20607000000,303000000,612000000,4162000000,-12098000000,-489000000,16820000000,-71000000,-1153000000,48129000000,-12076000000,2740000000,-2817000000,-2740000000,4658000000,-10235000000,-19654000000,0,-155000000,-14924000000,-690000000,-35423000000,-33000000,2438000000,6802000000,4364000000,48129000000,-12076000000,36053000000
2020,XOM,2020/12/31,FY,1.78574E+11,1.70447E+11,8127000000,1016000000,10168000000,0,10168000000,27407000000,37575000000,2.08022E+11,0,1158000000,46009000000,18284000000,-29448000000,565000000,-28883000000,-5632000000,-22440000000,-0.125662191,4364000000,0,4364000000,20581000000,18850000000,1098000000,44893000000,2.27553E+11,0,16789000000,16789000000,43515000000,18165000000,-18165000000,2.87857E+11,0,3.3275E+11,17499000000,20458000000,4092000000,0,14314000000,56363000000,51311000000,25668000000,18165000000,42781000000,1.12257E+11,0,5809000000,1.6862E+11,0,15688000000,3.83943E+11,-16705000000,-2.25776E+11,1.5715E+11,1.6413E+11,3.3275E+11,6980000000,3.3275E+11,43515000000,67640000000,63276000000,-23251000000,20709000000,-8856000000,672000000,-1653000000,5384000000,-315000000,-7142000000,420000000,27047000000,14668000000,-17282000000,999000000,-4857000000,0,2681000000,-18459000000,20141000000,0,-405000000,-14865000000,414000000,5285000000,-219000000,1275000000,4364000000,3089000000,14668000000,-17282000000,-2614000000
2025,WMT,2025/01/31,FY,6.80985E+11,5.11753E+11,1.69232E+11,0,0,0,1.39884E+11,0,1.39884E+11,6.51637E+11,483000000,2728000000,311000000,29348000000,29348000000,-3039000000,26309000000,6152000000,19436000000,0.02854101,9037000000,0,9037000000,9975000000,56435000000,4011000000,79458000000,1.39704E+11,28792000000,0,28792000000,0,0,12869000000,1.81365E+11,0,2.60823E+11,58666000000,7965000000,608000000,2755000000,26590000000,96584000000,52149000000,0,0,14398000000,66547000000,0,21047000000,1.63131E+11,0,802000000,98313000000,-13605000000,5503000000,91013000000,97692000000,2.60823E+11,6679000000,2.60823E+11,0,60114000000,51077000000,20157000000,12973000000,-635000000,0,181000000,0,-2755000000,3228000000,-292000000,3767000000,36443000000,0,-1896000000,0,4080000000,-23563000000,-21379000000,-1256000000,0,-4494000000,-6688000000,-2384000000,-14822000000,-641000000,-399000000,9536000000,9935000000,36443000000,0,12660000000
2024,WMT,2024/01/31,FY,6.48125E+11,4.90142E+11,1.57983E+11,0,1.26571E+11,4400000000,1.30971E+11,0,1.30971E+11,6.21113E+11,546000000,2683000000,11853000000,38865000000,27012000000,-5164000000,21848000000,5578000000,15511000000,0.023932112,9867000000,0,9867000000,8796000000,54892000000,3322000000,76877000000,1.30338E+11,28113000000,0,28113000000,0,0,17071000000,1.75522E+11,0,2.52399E+11,56812000000,6537000000,307000000,2664000000,26095000000,92415000000,54784000000,0,0,14629000000,69413000000,0,20864000000,1.61828E+11,0,805000000,89814000000,-11302000000,4544000000,83861000000,90571000000,2.52399E+11,6710000000,2.52399E+11,0,61321000000,51454000000,15511000000,11853000000,-175000000,0,1943000000,0,2017000000,2515000000,-2589000000,6594000000,35726000000,-20606000000,126000000,0,0,-807000000,-21287000000,1262000000,0,-2779000000,-6140000000,-5757000000,-13414000000,69000000,1094000000,9935000000,8841000000,35726000000,-20606000000,15120000000
2023,WMT,2023/01/31,FY,6.11289E+11,4.63721E+11,1.47568E+11,0,1.2304E+11,4100000000,1.2714E+11,-1538000000,1.2714E+11,5.90861E+11,254000000,2128000000,10945000000,30089000000,20428000000,-3412000000,17016000000,5724000000,11680000000,0.019107165,8625000000,0,8625000000,7933000000,56576000000,2521000000,75655000000,1.19234E+11,28174000000,0,28174000000,0,0,20134000000,1.67542E+11,0,2.43197E+11,53742000000,6603000000,727000000,2488000000,28638000000,92198000000,52320000000,0,14688000000,0,67008000000,0,19711000000,1.59206E+11,0,808000000,83135000000,-11680000000,4430000000,76693000000,83991000000,2.43197E+11,7298000000,2.43197E+11,0,58923000000,50298000000,11292000000,10945000000,449000000,1578000000,-288000000,240000000,-528000000,-1165000000,1165000000,6216000000,28841000000,-16857000000,-740000000,0,0,-125000000,-17722000000,2318000000,0,-9920000000,-6114000000,-3323000000,-16212000000,-73000000,-5733000000,9101000000,14834000000,28841000000,-16857000000,11984000000
2022,WMT,2022/01/31,FY,5.72754E+11,4.29E+11,1.43754E+11,0,1.13912E+11,3900000000,1.17812E+11,-3000000000,1.17812E+11,5.46812E+11,158000000,1994000000,10658000000,36600000000,25942000000,-7246000000,18696000000,4756000000,13673000000,0.023872378,14760000000,0,14760000000,8280000000,56511000000,1519000000,81070000000,1.12624E+11,29014000000,0,29014000000,0,0,22152000000,1.6379E+11,0,2.4486E+11,55261000000,5207000000,851000000,2559000000,23501000000,87379000000,52116000000,0,13474000000,0,65590000000,0,19246000000,1.52969E+11,0,276000000,86904000000,-8766000000,4839000000,83253000000,91891000000,2.4486E+11,8638000000,2.4486E+11,0,57323000000,42563000000,13940000000,10658000000,-755000000,1163000000,-6597000000,-1796000000,-11764000000,5520000000,1443000000,5772000000,24181000000,-13106000000,7576000000,0,0,-485000000,-6015000000,-5872000000,0,-9787000000,-6152000000,-1017000000,-22828000000,-140000000,-2954000000,14834000000,17788000000,24181000000,-13106000000,11075000000
2021,WMT,2021/01/31,FY,5.59151E+11,4.20315E+11,1.38836E+11,0,1.13088E+11,3200000000,1.16288E+11,210000000,1.16288E+11,5.36603E+11,121000000,2315000000,11152000000,34031000000,22548000000,-1984000000,20564000000,6858000000,13510000000,0.024161631,17741000000,0,17741000000,6516000000,44949000000,20861000000,90067000000,1.09848E+11,28983000000,0,28983000000,0,0,23598000000,1.62429E+11,0,2.52496E+11,49141000000,5296000000,242000000,2310000000,35656000000,92645000000,57950000000,0,14370000000,0,72320000000,0,18713000000,1.64965E+11,0,282000000,88763000000,-11766000000,3646000000,80925000000,87531000000,2.52496E+11,6606000000,2.52496E+11,0,63246000000,45505000000,13706000000,11152000000,1911000000,1169000000,7972000000,-1086000000,-2395000000,6966000000,4487000000,-7068000000,36074000000,-10264000000,-124000000,0,0,317000000,-10071000000,-5706000000,0,-2625000000,-6116000000,-1670000000,-16117000000,235000000,8273000000,17788000000,9515000000,36074000000,-10264000000,25810000000
2024,GE,2024/12/31,FY,38702000000,24308000000,14394000000,1286000000,6347000000,0,6347000000,0,7633000000,31941000000,813000000,986000000,1184000000,9789000000,6657000000,963000000,7620000000,962000000,6556000000,0.16939693,13619000000,982000000,14601000000,11763000000,9763000000,1508000000,37635000000,7278000000,8538000000,4257000000,12795000000,37741000000,7111000000,20582000000,85507000000,-2000000,1.2314E+11,7909000000,2039000000,0,16048000000,8396000000,34392000000,17234000000,1013000000,0,50936000000,69183000000,0,0,1.03575E+11,0,15000000,80488000000,-3861000000,-57300000000,19342000000,19565000000,1.2314E+11,223000000,1.2314E+11,38723000000,19273000000,5654000000,6657000000,1184000000,962000000,33000000,0,0,0,30000000,0,-4126000000,4710000000,-1032000000,5614000000,0,0,-6248000000,-1666000000,-786000000,0,-5827000000,-1008000000,895000000,-6726000000,-193000000,0,14553000000,19755000000,4710000000,-1032000000,3678000000
2023,GE,2023/12/31,FY,67954000000,50392000000,12409000000,1011000000,6681000000,0,6681000000,0,7692000000,30631000000,739000000,1118000000,2079000000,13378000000,3574000000,6617000000,10191000000,1162000000,9481000000,0.139520852,16967000000,5706000000,22673000000,16966000000,16528000000,3880000000,59799000000,12494000000,13385000000,5695000000,19080000000,46870000000,10575000000,14227000000,1.03246E+11,0,1.63045E+11,10679000000,19929000000,1057000000,1001000000,36886000000,50876000000,21684000000,1339000000,0,60566000000,83589000000,0,20649000000,1.34465E+11,0,15000000,86527000000,20812000000,-79976000000,27378000000,28580000000,1.63045E+11,1202000000,1.63045E+11,52576000000,22937000000,5970000000,9481000000,2079000000,14000000,360000000,2358000000,-833000000,-1524000000,1062000000,3653000000,-9113000000,5179000000,-1595000000,8639000000,0,0,-3067000000,3977000000,-3404000000,0,-1233000000,-589000000,-4620000000,-8613000000,120000000,-732000000,18360000000,19092000000,5179000000,-1595000000,3584000000
2022,GE,2022/12/31,FY,58099000000,44272000000,10152000000,808000000,5748000000,0,5748000000,0,6556000000,25543000000,474000000,1477000000,2902000000,3541000000,276000000,-1075000000,-799000000,-3000000,339000000,0.005834868,15810000000,7609000000,23419000000,17298000000,14891000000,2317000000,58382000000,12193000000,12999000000,6106000000,19105000000,44280000000,10001000000,44890000000,1.30469E+11,0,1.88851E+11,10033000000,3739000000,1019000000,16216000000,34637000000,49428000000,22409000000,1409000000,0,80693000000,1.04511E+11,0,2089000000,1.53939E+11,6000000,15000000,82983000000,-2272000000,-81209000000,33696000000,34912000000,1.88851E+11,1216000000,1.88851E+11,43657000000,26148000000,10338000000,-795000000,2902000000,-3000000,263000000,1592000000,-2719000000,-1925000000,2793000000,3443000000,1957000000,5916000000,-1174000000,4702000000,-876000000,0,-382000000,2270000000,-11130000000,0,-1048000000,-639000000,7088000000,-5585000000,-369000000,-395000000,16464000000,16859000000,5916000000,-1174000000,4742000000
